src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.65.16,147.135.77.241,33978,10799,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-05-10 06:30:41,983289.0,30146.78288885567,39.66280513663836,21.356895073574503,18.305910063063862,21,18,22491,7152,2962.0,66.0,1071.0,1267.7759678909774,1514.0,66.0,397.3333333333333,564.6962802152046,2962,66,760.0769230769231,1060.8520616216679,1125407.0966469431,420,360,20,11,25876.026315789473,309938.0,0.0,75428.583745256,983289.0,310037.0,0.0,49164.45,98591.82699467284,758996.0,310047.0,17.0,44646.82352941176,96373.57318772019,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428571,760.0769230769231,642,2961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16104.0,8.0,5811.0,9.0,71715.1700028946,10902.070849389702,1071.0,397.3333333333333,0,21,18,22491,7152
140.116.82.51,163.28.112.1,49312,53,00:0c:29:2a:36:2b,b4:e9:b0:c9:dc:80,17,2022-05-10 06:30:42,1417.0,313338.0381086803,1411.4326040931544,705.7163020465772,705.7163020465772,1,1,82,362,82.0,82.0,82.0,0.0,362.0,362.0,362.0,0.0,362,82,222.0,140.0,19600.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,222.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,362.0,0,1,1,82,362
140.116.82.51,91.193.113.65,34174,80,00:0c:29:2a:36:2b,b4:e9:b0:c9:dc:80,6,2022-05-10 06:30:42,503112.0,1506.6227798184102,17.88866097409722,9.938144985609567,7.950515988487653,5,4,388,370,134.0,60.0,77.6,28.716545753276108,184.0,60.0,92.5,52.88430769141258,184,60,84.22222222222223,41.90406444826027,1755.9506172839504,100,80,20,4,62889.0,167572.0,1.0,81073.94498388493,335540.0,167707.0,89.0,83885.0,83793.00253601132,335590.0,167796.0,1.0,111863.33333333333,79098.61446883182,0,0,0,0,1,0,0,0,0,0,0,0.8,84.22222222222223,64240,502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,92.5,0,5,4,388,370
162.62.191.220,140.116.82.41,29823,8886,b4:e9:b0:c9:dc:80,00:0c:29:52:36:7b,6,2022-05-10 06:30:42,81.0,1555555.5555555555,24691.358024691355,12345.679012345678,12345.679012345678,1,1,66,60,66.0,66.0,66.0,0.0,60.0,60.0,60.0,0.0,66,60,63.0,3.0,9.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,65535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,60.0,0,1,1,66,60
192.168.65.18,192.168.65.13,41838,1514,00:0c:29:37:4e:18,00:0c:29:66:23:f6,6,2022-05-10 06:30:43,513.0,1148148.148148148,5847.953216374269,3898.635477582846,1949.317738791423,2,1,434,155,368.0,66.0,217.0,151.0,155.0,155.0,155.0,0.0,368,66,196.33333333333334,126.70788802947072,16054.88888888889,40,20,20,1,256.5,461.0,52.0,204.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,196.33333333333334,6622,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,155.0,0,2,1,434,155
192.168.65.16,147.135.77.241,38402,10799,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-05-10 06:30:43,640457.0,8442.40909225756,21.85939102859364,10.92969551429682,10.92969551429682,7,7,3371,2036,2638.0,66.0,481.57142857142856,885.2912123206944,1091.0,66.0,290.85714285714283,341.1557786497577,2638,66,386.2142857142857,677.6111588905994,459156.88265306124,140,140,20,3,49265.92307692308,266873.0,3.0,88708.70214225499,373584.0,273031.0,18.0,62264.0,100562.9126301872,413706.0,267223.0,3.0,68951.0,101988.32769652287,0,0,0,0,1,0,0,0,0,0,0,1.0,386.2142857142857,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.0,5.0,0.0,11007.377880345466,481.57142857142856,290.85714285714283,0,7,7,3371,2036
192.168.65.16,198.244.143.252,47300,10799,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-05-10 06:30:45,252373.0,523.0353484723009,7.924778007156074,3.962389003578037,3.962389003578037,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
140.116.82.53,192.168.65.40,443,55912,a8:5e:45:3d:65:38,b4:e9:b0:c9:dc:80,6,2022-05-10 06:30:45,120213.0,20264.031344363753,24.955703626063737,16.63713575070916,8.31856787535458,2,1,1120,1316,1060.0,60.0,560.0,500.0,1316.0,1316.0,1316.0,0.0,1316,60,812.0,541.9175829096771,293674.6666666667,40,20,20,2,60106.5,103944.0,16269.0,43837.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,812.0,128,7220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,1316.0,0,2,1,1120,1316
192.168.65.22,239.255.255.250,55900,1900,00:11:32:17:95:00,01:00:5e:7f:ff:fa,17,2022-05-10 06:30:46,100948.0,3387.882870388715,19.81218052858898,19.81218052858898,0.0,2,0,342,0,171.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,171,171,171.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,171.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0,2,0,342,0
192.168.65.16,147.135.77.241,38392,10799,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-05-10 06:30:46,687636.0,41428.895520304344,65.44159991623475,30.539413294242884,34.902186621991866,21,24,4547,23941,781.0,66.0,216.52380952380952,189.21608183128296,2962.0,66.0,997.5416666666666,796.8525051291208,2962,66,633.0666666666667,712.1658171459165,507180.15111111104,420,480,20,10,15628.09090909091,219503.0,2.0,51694.10611464072,687636.0,220305.0,12.0,34381.8,76426.12297611334,475155.0,219503.0,2.0,20658.91304347826,57302.35332743327,0,0,0,0,1,0,0,0,0,0,0,1.1428571428571428,633.0666666666667,910,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969.0,5.0,7452.333333333333,5.333333333333333,2992401.215805471,410800.5806368631,216.52380952380952,997.5416666666666,0,21,24,4547,23941
192.168.65.14,163.28.112.1,38709,53,00:0c:29:59:9d:5f,b4:e9:b0:c9:dc:80,17,2022-05-10 06:30:46,13108.0,18462.007934086054,152.57857796765333,76.28928898382667,76.28928898382667,1,1,113,129,113.0,113.0,113.0,0.0,129.0,129.0,129.0,0.0,129,113,121.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,121.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,129.0,0,1,1,113,129
192.168.65.14,20.189.173.5,39236,443,00:0c:29:59:9d:5f,b4:e9:b0:c9:dc:80,6,2022-05-10 06:30:46,636938.0,12244.51987477588,23.55017285826878,14.130103714961267,9.420069143307511,9,6,2971,4828,1844.0,54.0,330.1111111111111,558.8298179518508,1569.0,60.0,804.6666666666666,728.0342635404523,1844,54,519.9333333333333,673.3771074879877,453436.7288888889,180,120,20,3,45495.57142857143,160151.0,5.0,71096.42108504506,476972.0,160208.0,24.0,59621.5,75637.85071807633,481334.0,162080.0,24.0,96266.8,77874.36359008015,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,519.9333333333333,64240,2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.1111111111111,804.6666666666666,0,9,6,2971,4828
